state,route_name,route_link
Uttar Pradesh,Kanpur (Uttar Pradesh) to Jhansi,https://www.redbus.in/bus-tickets/kanpur-to-jhansi
Uttar Pradesh,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra
Uttar Pradesh,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow
Uttar Pradesh,Bareilly to Haridwar,https://www.redbus.in/bus-tickets/bareilly-to-haridwar
Uttar Pradesh,Delhi to Agra,https://www.redbus.in/bus-tickets/delhi-to-agra
Uttar Pradesh,Delhi to Shahjahanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur
Uttar Pradesh,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi
Uttar Pradesh,Lucknow to Ballia,https://www.redbus.in/bus-tickets/lucknow-to-ballia
Uttar Pradesh,Bareilly to Dehradun,https://www.redbus.in/bus-tickets/bareilly-to-dehradun
Uttar Pradesh,Allahabad to Azamgarh,https://www.redbus.in/bus-tickets/allahabad-to-azamgarh
Uttar Pradesh,Kanpur (Uttar Pradesh) to Bareilly,https://www.redbus.in/bus-tickets/kanpur-to-bareilly
Uttar Pradesh,Lucknow to Ayodhya,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya
Uttar Pradesh,Aligarh (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/aligarh-to-lucknow
Uttar Pradesh,Aligarh (uttar pradesh) to Agra,https://www.redbus.in/bus-tickets/aligarh-to-agra
Uttar Pradesh,Lucknow to Haridwar,https://www.redbus.in/bus-tickets/lucknow-to-haridwar
Uttar Pradesh,Lucknow to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-kanpur
Uttar Pradesh,Lucknow to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-aligarh
Uttar Pradesh,Delhi to Etah (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-etah-up
Uttar Pradesh,Delhi to Kotdwar (Uttarakhand),https://www.redbus.in/bus-tickets/delhi-to-kotdwar
Uttar Pradesh,Allahabad to Varanasi,https://www.redbus.in/bus-tickets/allahabad-to-varanasi
Uttar Pradesh,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Uttar Pradesh,Varanasi to Allahabad,https://www.redbus.in/bus-tickets/varanasi-to-allahabad
Uttar Pradesh,Lucknow to Jaunpur,https://www.redbus.in/bus-tickets/lucknow-to-jaunpur
Uttar Pradesh,Aligarh (uttar pradesh) to Haridwar,https://www.redbus.in/bus-tickets/aligarh-to-haridwar
Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi
Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh
Uttar Pradesh,Jaunpur to Lucknow,https://www.redbus.in/bus-tickets/jaunpur-to-lucknow
Uttar Pradesh,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow
Uttar Pradesh,Agra to Haridwar,https://www.redbus.in/bus-tickets/agra-to-haridwar
Uttar Pradesh,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
Uttar Pradesh,Delhi to Haldwani,https://www.redbus.in/bus-tickets/delhi-to-haldwani
North Bengal,Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri
North Bengal,Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata
North Bengal,Siliguri to Darjeeling,https://www.redbus.in/bus-tickets/siliguri-to-darjeeling
North Bengal,Kolkata to Raiganj,https://www.redbus.in/bus-tickets/kolkata-to-raiganj
North Bengal,Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata
North Bengal,Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda
North Bengal,Cooch Behar (West Bengal) to Berhampore (West Bengal),https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-berhampore
North Bengal,Kolkata to Cooch Behar (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-cooch-behar-west-bengal
North Bengal,Malda to Kolkata,https://www.redbus.in/bus-tickets/malda-to-kolkata
North Bengal,Berhampore (West Bengal) to Cooch Behar (West Bengal),https://www.redbus.in/bus-tickets/berhampore-to-cooch-behar-west-bengal
North Bengal,Cooch Behar (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-kolkata
North Bengal,Kolkata to Balurghat,https://www.redbus.in/bus-tickets/kolkata-to-balurghat
North Bengal,Berhampore (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/berhampore-to-siliguri
North Bengal,Siliguri to Berhampore (West Bengal),https://www.redbus.in/bus-tickets/siliguri-to-berhampore
North Bengal,Kolkata to Gangarampur,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur
North Bengal,Siliguri to Kalimpong,https://www.redbus.in/bus-tickets/siliguri-to-kalimpong
North Bengal,Cooch Behar (West Bengal) to Malda,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-malda
North Bengal,Malda to Cooch Behar (West Bengal),https://www.redbus.in/bus-tickets/malda-to-cooch-behar-west-bengal
North Bengal,Balurghat to Kolkata,https://www.redbus.in/bus-tickets/balurghat-to-kolkata
North Bengal,Kolkata to Jalpaiguri,https://www.redbus.in/bus-tickets/kolkata-to-jalpaiguri
North Bengal,Kolkata to Islampur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal
North Bengal,Falakata (west bengal) to Berhampore (West Bengal),https://www.redbus.in/bus-tickets/falakata-to-berhampore
North Bengal,Kolkata to Falakata (west bengal),https://www.redbus.in/bus-tickets/kolkata-to-falakata
North Bengal,Cooch Behar (West Bengal) to Raiganj,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-raiganj
North Bengal,Siliguri to Cooch Behar (West Bengal),https://www.redbus.in/bus-tickets/siliguri-to-cooch-behar-west-bengal
North Bengal,Raiganj to Krishnanagar (West Bengal),https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar
North Bengal,Raiganj to Siliguri,https://www.redbus.in/bus-tickets/raiganj-to-siliguri
North Bengal,Kolkata to Buniadpur,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur
North Bengal,Gangarampur to Kolkata,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata
North Bengal,Siliguri to Ranaghat,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat
North Bengal,Siliguri to Krishnanagar (West Bengal),https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar
North Bengal,Falakata (west bengal) to Kolkata,https://www.redbus.in/bus-tickets/falakata-to-kolkata
North Bengal,Kolkata to Farakka,https://www.redbus.in/bus-tickets/kolkata-to-farakka
North Bengal,Siliguri to Raiganj,https://www.redbus.in/bus-tickets/siliguri-to-raiganj
North Bengal,Kolkata to Dhupguri (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-dhupguri-west-bengal
North Bengal,Falakata (west bengal) to Malda,https://www.redbus.in/bus-tickets/falakata-to-malda
North Bengal,Kolkata to Gazole,https://www.redbus.in/bus-tickets/kolkata-to-gazole
North Bengal,Berhampore (West Bengal) to Falakata (west bengal),https://www.redbus.in/bus-tickets/berhampore-to-falakata
North Bengal,Balurghat to Siliguri,https://www.redbus.in/bus-tickets/balurghat-to-siliguri
North Bengal,Siliguri to Barasat (West Bengal),https://www.redbus.in/bus-tickets/siliguri-to-barasat-west-bengal
North Bengal,Kolkata to Maynaguri (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-maynaguri-west-bengal
North Bengal,Kolkata to Itahar (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal
North Bengal,Cooch Behar (West Bengal) to Krishnanagar (West Bengal),https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-krishnanagar
North Bengal,Cooch Behar (West Bengal) to Omarpur (West Bengal),https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-omarpur-west-bengal
North Bengal,Berhampore (West Bengal) to Jalpaiguri,https://www.redbus.in/bus-tickets/berhampore-to-jalpaiguri
North Bengal,Malda to Siliguri,https://www.redbus.in/bus-tickets/malda-to-siliguri
North Bengal,Raiganj to Ranaghat,https://www.redbus.in/bus-tickets/raiganj-to-ranaghat
North Bengal,Cooch Behar (West Bengal) to Farakka,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-farakka
North Bengal,Cooch Behar (West Bengal) to Siliguri,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-siliguri
Chandigarh,Chandigarh to Delhi,https://www.redbus.in/bus-tickets/chandigarh-to-delhi
Chandigarh,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
Chandigarh,Yamuna Nagar to Chandigarh,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh
Chandigarh,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla
Chandigarh,Chandigarh to Vrindavan,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan
Chandigarh,Chandigarh to Yamuna Nagar,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar
Chandigarh,Chandigarh to Sujanpur (himachal pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur
